topic~key,Book,Citation,bk1,c1,vf1,vt1,bk2,c2,vf2,vt2,bk3,c3,vf3,vt3,bk4,c4,vf4,vf4,bk5,c5,vf5,vt5,bk6,c6,vf6,vt6
le.go.me.m10.d06~lemeLI.Gospel.chapverse,John,20.19-31,John,20,19,31,,,,,,,,,,,,,,,,,,,,
le.go.me.m10.d09~lemeLI.Gospel.chapverse,Matthew,9.36-38; 10.1-8,Matthew,9,36,38,Matthew,10,1,8,,,,,,,,,,,,,,,,
le.go.me.m10.d12~lemeLI.Gospel.chapverse,Luke,21.12-19,Luke,21,12,19,,,,,,,,,,,,,,,,,,,,
le.go.me.m10.d13~lemeLI.Gospel.chapverse,Matthew,7.12-21,Matthew,7,12,21,,,,,,,,,,,,,,,,,,,,
le.go.me.m10.d16~lemeLI.Gospel.chapverse,Matthew,27.33-54,Matthew,27,33,54,,,,,,,,,,,,,,,,,,,,
le.go.me.m10.d18~lemeLI.Gospel.chapverse,Luke,10.16-21,Luke,10,16,21,,,,,,,,,,,,,,,,,,,,
le.go.me.m10.d20~lemeLI.Gospel.chapverse,Matthew,11.27-30,Matthew,11,27,30,,,,,,,,,,,,,,,,,,,,
le.go.me.m10.d20~lemeMA.Gospel.chapverse,Luke,6.17-23,Luke,6,17,23,,,,,,,,,,,,,,,,,,,,
le.go.me.m10.d21~lemeLI.Gospel.chapverse,Luke,6.17-23,Luke,6,17,23,,,,,,,,,,,,,,,,,,,,
le.go.me.m10.d23~lemeLI.Gospel.chapverse,Matthew,13.54-58,Matthew,13,54,58,,,,,,,,,,,,,,,,,,,,
le.go.me.m10.d24~lemeLI.Gospel.chapverse,Luke,12.32-40,Luke,12,32,40,,,,,,,,,,,,,,,,,,,,
le.go.me.m10.d25~lemeLI.Gospel.chapverse,Luke,12.2-12,Luke,12,2,12,,,,,,,,,,,,,,,,,,,,
le.go.me.m10.d26~lemeLI.Gospel.chapverse,John,15.17-27; 16.1-2,John,15,17,27,John,16,1,2,,,,,,,,,,,,,,,,
le.go.me.m10.d26~lemeLI.Gospel2.chapverse,Matthew,8.23-27,Matthew,8,23,27,,,,,,,,,,,,,,,,,,,,
le.go.me.m10.d26~lemeMA.Gospel.chapverse,Luke,21.12.19,Luke,21,12,19,,,,,,,,,,,,,,,,,,,,
le.go.me.m10.dHF~lemeLI.Gospel.chapverse,Luke,8.5-15,Luke,8,5,15,,,,,,,,,,,,,,,,,,,,
le.go.me.m11.d01~lemeLI.Gospel.chapverse,Matthew,10.1; 5-8,Matthew,10,1,1,Matthew,10,5,8,,,,,,,,,,,,,,,,
le.go.me.m11.d02~lemeLI.Gospel.chapverse,Luke,21.12-19,Luke,21,12,19,,,,,,,,,,,,,,,,,,,,
le.go.me.m11.d03~lemeLI.Gospel.chapverse,Luke,12.2-12,Luke,12,2,12,,,,,,,,,,,,,,,,,,,,
le.go.me.m11.d06~lemeLI.Gospel.chapverse,Luke,12.8-12,Luke,12,8,12,,,,,,,,,,,,,,,,,,,,
le.go.me.m11.d08~lemeLI.Gospel.chapverse,Luke,10.16-21,Luke,10,16,21,,,,,,,,,,,,,,,,,,,,
le.go.me.m11.d08~lemeMA.Gospel.chapverse,Matthew,18.10-20,Matthew,18,10,20,,,,,,,,,,,,,,,,,,,,
le.go.me.m11.d09~lemeLI.Gospel.chapverse,John,10.9-16,John,10,9,16,,,,,,,,,,,,,,,,,,,,
le.go.me.m11.d09~lemeMA.Gospel.chapverse,John,10.1-9,John,10,1,9,,,,,,,,,,,,,,,,,,,,
le.go.me.m11.d12~lemeLI.Gospel.chapverse,Matthew,5.14-19,Matthew,5,14,19,,,,,,,,,,,,,,,,,,,,
le.go.me.m11.d13~lemeLI.Gospel.chapverse,John,10.9-16,John,10,9,16,,,,,,,,,,,,,,,,,,,,
le.go.me.m11.d13~lemeMA.Gospel.chapverse,John,10.1-9,John,10,1,9,,,,,,,,,,,,,,,,,,,,
le.go.me.m11.d14~lemeLI.Gospel.chapverse,John,1.43-51,John,1,43,51,,,,,,,,,,,,,,,,,,,,
le.go.me.m11.d15~lemeLI.Gospel.chapverse,Luke,20.45-21.4,Luke,20,45,47,Luke,21,1,4,,,,,,,,,,,,,,,,
le.go.me.m11.d16~lemeLI.Gospel.chapverse,Matthew,9.9-13,Matthew,9,9,13,,,,,,,,,,,,,,,,,,,,
le.go.me.m11.d17~lemeLI.Gospel.chapverse,Matthew,10.1; 5-8,Matthew,10,1,1,Matthew,10,5,8,,,,,,,,,,,,,,,,
le.go.me.m11.d21~lemeLI.Gospel.chapverse,Luke,10.38-42; 11.27-28,Luke,10,38,42,Luke,11,27,28,,,,,,,,,,,,,,,,
le.go.me.m11.d21~lemeMA.Gospel.chapverse,Luke,1.39-49; 56,Luke,1,39,49,Luke,1,56,56,,,,,,,,,,,,,,,,
le.go.me.m11.d24~lemeLI.Gospel.chapverse,John,15.17-27; 16.1-2,John,15,17,27,John,16,1,2,,,,,,,,,,,,,,,,
le.go.me.m11.d25~lemeLI.Gospel.chapverse,Mark,5.24-34,Mark,5,24,34,,,,,,,,,,,,,,,,,,,,
le.go.me.m11.d25~lemeMA.Gospel.chapverse,Matthew,4.18-23,Matthew,4,18,23,,,,,,,,,,,,,,,,,,,,
le.go.me.m11.d30~lemeLI.Gospel.chapverse,John,1.35-52,John,1,35,52,,,,,,,,,,,,,,,,,,,,
le.go.me.m12.d04~lemeLI.Gospel.chapverse,Mark,5.24-34,Mark,5,24,34,,,,,,,,,,,,,,,,,,,,
le.go.me.m12.d04~lemeMA.Gospel.chapverse,Matthew,25.1-13,Matthew,25,1,13,,,,,,,,,,,,,,,,,,,,
le.go.me.m12.d05~lemeLI.Gospel.chapverse,Matthew,11.27-30,Matthew,11,27,30,,,,,,,,,,,,,,,,,,,,
le.go.me.m12.d05~lemeMA.Gospel.chapverse,Luke,6.17-23,Luke,6,17,23,,,,,,,,,,,,,,,,,,,,
le.go.me.m12.d06~lemeLI.Gospel.chapverse,Luke,6.17-23,Luke,6,17,23,,,,,,,,,,,,,,,,,,,,
le.go.me.m12.d06~lemeMA.Gospel.chapverse,John,10.1-9,John,10,1,9,,,,,,,,,,,,,,,,,,,,
le.go.me.m12.d09~lemeLI.Gospel.chapverse,Luke,8.16-21,Luke,8,16,21,,,,,,,,,,,,,,,,,,,,
le.go.me.m12.d12~lemeLI.Gospel.chapverse,John,10.9-16,John,10,9,16,,,,,,,,,,,,,,,,,,,,
le.go.me.m12.d12~lemeMA.Gospel.chapverse,John,10.1-9,John,10,1,9,,,,,,,,,,,,,,,,,,,,
le.go.me.m12.d15~lemeLI.Gospel.chapverse,Mark,2.23-28; 3.1-5,Mark,2,23,28,Mark,3,1,5,,,,,,,,,,,,,,,,
le.go.me.m12.d16~lemeLI.Gospel.chapverse,John,10.9-16,John,10,9,16,,,,,,,,,,,,,,,,,,,,
le.go.me.m12.d16~lemeMA.Gospel.chapverse,John,10.1-9,John,10,1,9,,,,,,,,,,,,,,,,,,,,
le.go.me.m12.d17~lemeLI.Gospel.chapverse,Luke,11.47-54; 12.1,Luke,11,47,54,Luke,12,1,1,,,,,,,,,,,,,,,,
le.go.me.m12.d17~lemeLI.Gospel2.chapverse,John,10.9-16,John,10,9,16,,,,,,,,,,,,,,,,,,,,
le.go.me.m12.d17~lemeMA.Gospel.chapverse,John,10.1-9,John,10,1,9,,,,,,,,,,,,,,,,,,,,
le.go.me.m12.d20~lemeLI.Gospel.chapverse,Mark,9.33-41,Mark,9,33,41,,,,,,,,,,,,,,,,,,,,
le.go.me.m12.d24~lemeH1.Gospel.chapverse,Matthew,1.18-25,Matthew,1,1,25,,,,,,,,,,,,,,,,,,,,
le.go.me.m12.d24~lemeH3.Gospel.chapverse,Luke,2.1-20,Luke,2,1,20,,,,,,,,,,,,,,,,,,,,
le.go.me.m12.d24~lemeH6.Gospel.chapverse,Matthew,2.1-12,Matthew,2,1,12,,,,,,,,,,,,,,,,,,,,
le.go.me.m12.d24~lemeH9.Gospel.chapverse,Matthew,2.13-23,Matthew,2,13,23,,,,,,,,,,,,,,,,,,,,
le.go.me.m12.d25~lemeLI.Gospel.chapverse,Matthew,2.1-12,Matthew,2,1,12,,,,,,,,,,,,,,,,,,,,
le.go.me.m12.d25~lemeMA.Gospel.chapverse,Matthew,1.18-25,Matthew,1,1,25,,,,,,,,,,,,,,,,,,,,
le.go.me.m12.d26~lemeLI.Gospel.chapverse,Matthew,2.13-23,Matthew,2,13,23,,,,,,,,,,,,,,,,,,,,
le.go.me.m12.d27~lemeLI.Gospel.chapverse,Matthew,21.33-42,Matthew,21,33,42,,,,,,,,,,,,,,,,,,,,
le.go.me.m12.d28~lemeLI.Gospel.chapverse,Luke,14.25-35,Luke,14,25,35,,,,,,,,,,,,,,,,,,,,
le.go.me.m12.d29~lemeLI.Gospel.chapverse,Matthew,2.13-23,Matthew,2,13,23,,,,,,,,,,,,,,,,,,,,
le.go.me.m12.dFF~lemeLI.Gospel.chapverse,Luke,14.16-24,Luke,14,16,24,,,,,,,,,,,,,,,,,,,,
le.go.me.m12.dSatAC~lemeLI.Gospel.chapverse,Matthew,12.15-21,Matthew,12,15,21,,,,,,,,,,,,,,,,,,,,
le.go.me.m12.dSatBC~lemeLI.Gospel.chapverse,Luke,13.19-29,Luke,13,19,29,,,,,,,,,,,,,,,,,,,,
le.go.me.m12.dSatBE~lemeLI.Gospel.chapverse,Matthew,3.1-6,Matthew,3,1,6,,,,,,,,,,,,,,,,,,,,
le.go.me.m12.dSunAC~lemeLI.Gospel.chapverse,Matthew,2.13-23,Matthew,2,13,23,,,,,,,,,,,,,,,,,,,,
le.go.me.m12.dSunBC~lemeLI.Gospel.chapverse,Matthew,1.1-25,Matthew,1,1,25,,,,,,,,,,,,,,,,,,,,
le.go.me.m12.dSunBE~lemeLI.Gospel.chapverse,Mark,1.1-8,Mark,1,1,8,,,,,,,,,,,,,,,,,,,,
le.go.os~leosMA.SixPsalmsIntro1.chapverse,Luke,2.14,Luke,2,14,14,,,,,,,,,,,,,,,,,,,,
le.go.os~leosVE.Prayer_NynApolyeis.chapverse,Luke,2.29-32,Luke,2,29,32,,,,,,,,,,,,,,,,,,,,
le.go.va.automobile~levaLI.Gospel.chapverse,Luke,5.17-18; 9.4-5; 12.35,Luke,5,17,18,Luke,9,4,5,Luke,12,35,35,,,,,,,,,,,,
le.go.va.buildingfoundation~levaLI.Gospel.chapverse,Matthew,7.24-25,Matthew,7,24,25,,,,,,,,,,,,,,,,,,,,
le.go.va.consecration~levaCON.Gospel1.chapverse,Matthew,16.13-19,Matthew,16,13,19,,,,,,,,,,,,,,,,,,,,
le.go.va.consecration~levaCON.Gospel2.chapverse,Matthew,10.38-42; 11.27-28,Matthew,10,38,42,Matthew,11,27,28,,,,,,,,,,,,,,,,
le.go.va.consecration~levaLI.Gospel.chapverse,John,10.22-27,John,10,22,27,,,,,,,,,,,,,,,,,,,,
le.go.va.deceased~levaLI.Gospel1.chapverse,John,5.24-30,John,5,24,30,,,,,,,,,,,,,,,,,,,,
le.go.va.deceasedinfants~levaLI.Gospel.chapverse,Luke,18.15-17; 26-27,Luke,18,15,17,Luke,18,26,27,,,,,,,,,,,,,,,,
le.go.va.publicoffice~levaLI.Gospel.chapverse,Matthew,20.25-28,Matthew,20,25,28,,,,,,,,,,,,,,,,,,,,
le.go.va.schoolyear~levaLI.Gospel.chapverse,Luke,2.41-52,Luke,2,41,52,,,,,,,,,,,,,,,,,,,,
le.go.va.ship~levaLI.Gospel.chapverse,Luke,5.1-11,Luke,5,1,11,,,,,,,,,,,,,,,,,,,,
le.go.va.water~levaSW.Gospel.chapverse,John,5.1-4,John,5,1,4,,,,,,,,,,,,,,,,,,,,
le.go.va.wedding~levaWED.Gospel.chapverse,John,2.1-11,John,2,1,11,,,,,,,,,,,,,,,,,,,,
