topic~key,Book,Citation,bk1,c1,vf1,vt1,bk2,c2,vf2,vt2,bk3,c3,vf3,vt3,bk4,c4,vf4,vf4,bk5,c5,vf5,vt5,bk6,c6,vf6,vt6
le.ep.me.m11.d17~lemeLI.Epistle.chapverse,1 Corinthians,12.7-11,1 Corinthians,12,7,11,,,,,,,,,,,,,,,,,,,,
le.ep.me.m11.d18~lemeLI.Epistle.chapverse,2 Timothy,2.1-10,2 Timothy,2,1,10,,,,,,,,,,,,,,,,,,,,
le.ep.me.m11.d20~lemeLI.Epistle.chapverse,Hebrews,7.26-28; 8.1-2,Hebrews,7,26,28,Hebrews,8,1,2,,,,,,,,,,,,,,,,
le.ep.me.m11.d21~lemeLI.Epistle.chapverse,Hebrews,9.1-7,Hebrews,9,1,7,,,,,,,,,,,,,,,,,,,,
le.ep.me.m11.d22~lemeLI.Epistle.chapverse,Philemon,1.1-25,Philemon,1,1,25,,,,,,,,,,,,,,,,,,,,
le.ep.me.m11.d23~lemeLI.Epistle.chapverse,Hebrews,13.7-16,Hebrews,13,7,16,,,,,,,,,,,,,,,,,,,,
le.ep.me.m11.d24~lemeLI.Epistle.chapverse,Philippians,3.20-21; 4.1-3,Philippians,3,20,21,Philippians,4,1,3,,,,,,,,,,,,,,,,
le.ep.me.m11.d25~lemeLI.Epistle.chapverse,Galatians,3.23-29; 4.1-5,Galatians,3,23,29,Galatians,4,1,5,,,,,,,,,,,,,,,,
le.ep.me.m11.d26~lemeLI.Epistle.chapverse,2 Corinthians,4.6-15,2 Corinthians,4,6,15,,,,,,,,,,,,,,,,,,,,
le.ep.me.m11.d27~lemeLI.Epistle.chapverse,2 Timothy,2.1-10,2 Timothy,2,1,10,,,,,,,,,,,,,,,,,,,,
le.ep.me.m11.d28~lemeLI.Epistle.chapverse,2 Timothy,1.8-18,2 Timothy,1,8,18,,,,,,,,,,,,,,,,,,,,
le.ep.me.m11.d29~lemeLI.Epistle.chapverse,Romans,8.14-21,Romans,8,14,21,,,,,,,,,,,,,,,,,,,,
le.ep.me.m11.d30~lemeLI.Epistle.chapverse,1 Corinthians,4.9-16,1 Corinthians,4,9,16,,,,,,,,,,,,,,,,,,,,
le.ep.me.m12.d01~lemeLI.Epistle.chapverse,1 Corinthians,14.20-25,1 Corinthians,14,20,25,,,,,,,,,,,,,,,,,,,,
le.ep.me.m12.d02~lemeLI.Epistle.chapverse,Romans,11.2-12,Romans,11,2,12,,,,,,,,,,,,,,,,,,,,
le.ep.me.m12.d03~lemeLI.Epistle.chapverse,Romans,10.11-21; 11.1-2,Romans,10,11,21,Romans,11,1,2,,,,,,,,,,,,,,,,
le.ep.me.m12.d04~lemeLI.Epistle.chapverse,Galatians,3.23-29; 4.1-5,Galatians,3,23,29,Galatians,4,1,5,,,,,,,,,,,,,,,,
le.ep.me.m12.d05~lemeLI.Epistle.chapverse,Galatians,5.22-26; 6.1-2,Galatians,5,22,26,Galatians,6,1,2,,,,,,,,,,,,,,,,
le.ep.me.m12.d06~lemeLI.Epistle.chapverse,Hebrews,13.17-21,Hebrews,13,17,21,,,,,,,,,,,,,,,,,,,,
le.ep.me.m12.d07~lemeLI.Epistle.chapverse,2 Thessalonians,2.13-17; 3.1-5,2 Thessalonians,2,13,17,2 Thessalonians,3,1,5,,,,,,,,,,,,,,,,
le.ep.me.m12.d08~lemeLI.Epistle.chapverse,2 Thessalonians,2.13-17; 3.1-5,2 Thessalonians,2,13,17,2 Thessalonians,3,1,5,,,,,,,,,,,,,,,,
le.ep.me.m12.d09~lemeLI.Epistle.chapverse,Galatians,4.22-27,Galatians,4,22,27,,,,,,,,,,,,,,,,,,,,
le.ep.me.m12.d10~lemeLI.Epistle.chapverse,Ephesians,6.10-17,Ephesians,6,10,17,,,,,,,,,,,,,,,,,,,,
le.ep.me.m12.d11~lemeLI.Epistle.chapverse,Galatians,5.22-26; 6.1-2,Galatians,5,22,26,Galatians,6,1,2,,,,,,,,,,,,,,,,
le.ep.me.m12.d12~lemeLI.Epistle.chapverse,Ephesians,5.8-19,Ephesians,5,8,19,,,,,,,,,,,,,,,,,,,,
le.ep.me.m12.d13~lemeLI.Epistle.chapverse,Ephesians,6.10-17,Ephesians,6,10,17,,,,,,,,,,,,,,,,,,,,
le.ep.me.m12.d14~lemeLI.Epistle.chapverse,Ephesians,6.10-17,Ephesians,6,10,17,,,,,,,,,,,,,,,,,,,,
le.ep.me.m12.d15~lemeLI.Epistle.chapverse,2 Timothy,1.8-18,2 Timothy,1,8,18,,,,,,,,,,,,,,,,,,,,
le.ep.me.m12.d16~lemeLI.Epistle.chapverse,Hebrews,7.26-28; 8.1-2,Hebrews,7,26,28,Hebrews,8,1,2,,,,,,,,,,,,,,,,
le.ep.me.m12.d17~lemeLI.Epistle.chapverse,Hebrews,11.34-40; 12.1-2,Hebrews,11,33,40,Hebrews,12,1,2,,,,,,,,,,,,,,,,
le.ep.me.m12.d17~lemeLI.Epistle2.chapverse,Hebrews,13.7-16,Hebrews,13,7,16,,,,,,,,,,,,,,,,,,,,
le.ep.me.m12.d20~lemeLI.Epistle.chapverse,Hebrews,10.32-38,Hebrews,10,32,38,,,,,,,,,,,,,,,,,,,,
le.ep.me.m12.d22~lemeLI.Epistle.chapverse,Galatians,3.23-29; 4.1-5,Galatians,3,23,29,Galatians,4,1,5,,,,,,,,,,,,,,,,
le.ep.me.m12.d24~lemeH1.Epistle.chapverse,Hebrews,1.1-12,Hebrews,1,1,12,,,,,,,,,,,,,,,,,,,,
le.ep.me.m12.d24~lemeH3.Epistle.chapverse,Galatians,3.23-29; 4.1-5,Galatians,3,23,29,Galatians,4,1,5,,,,,,,,,,,,,,,,
le.ep.me.m12.d24~lemeH6.Epistle.chapverse,Hebrews,1.10-14; 2.1-3,Hebrews,1,10,14,Hebrews,2,1,3,,,,,,,,,,,,,,,,
le.ep.me.m12.d25~lemeLI.Epistle.chapverse,Galatians,4.4-7,Galatians,4,4,7,,,,,,,,,,,,,,,,,,,,
le.ep.me.m12.d25~lemeVE.Epistle.chapverse,Hebrews,1.1-12,Hebrews,1,1,12,,,,,,,,,,,,,,,,,,,,
le.ep.me.m12.d26~lemeLI.Epistle.chapverse,Hebrews,2.11-18,Hebrews,2,11,18,,,,,,,,,,,,,,,,,,,,
le.ep.me.m12.d27~lemeLI.Epistle.chapverse,Acts,6.8-15; 7.1-5; 47-60,Acts,6,8,15,Acts,7,1,5,Acts,7,47,60,,,,,,,,,,,,
le.ep.me.m12.d29~lemeLI.Epistle.chapverse,Hebrews,2.11-18,Hebrews,2,11,18,,,,,,,,,,,,,,,,,,,,
le.ep.me.m12.dFF~lemeLI.Epistle.chapverse,Colossians,3.4-11,Colossians,3,4,11,,,,,,,,,,,,,,,,,,,,
le.ep.me.m12.dSatAC~lemeLI.Epistle.chapverse,1 Timothy,6.11-16,1 Timothy,6,11,16,,,,,,,,,,,,,,,,,,,,
le.ep.me.m12.dSatBC~lemeLI.Epistle.chapverse,Galatians,3.8-12,Galatians,3,8,12,,,,,,,,,,,,,,,,,,,,
le.ep.me.m12.dSatBE~lemeLI.Epistle.chapverse,1 Timothy,3.13-16; 4.1-5,1 Timothy,3,13,16,1 Timothy,4,1,5,,,,,,,,,,,,,,,,
le.ep.me.m12.dSunAC~lemeLI.Epistle.chapverse,Galatians,1.11-19,Galatians,1,11,19,,,,,,,,,,,,,,,,,,,,
le.ep.me.m12.dSunBC~lemeLI.Epistle.chapverse,Hebrews,11.9-10; 32-40,Hebrews,11,9,10,Hebrews,11,32,40,,,,,,,,,,,,,,,,
le.ep.me.m12.dSunBE~lemeLI.Epistle.chapverse,2 Timothy,4.5-8,2 Timothy,4,5,8,,,,,,,,,,,,,,,,,,,,
le.ep.os~leosLI.Jan06_CommunionHymn.chapverse,Titus,2.11,Titus,2,11,11,,,,,,,,,,,,,,,,,,,,
le.ep.va.baptism~levaBAP.Epistle.chapverse,Romans,6.3-11,Romans,6,3,11,,,,,,,,,,,,,,,,,,,,
le.ep.va.consecration~levaCON.Epistle1.chapverse,Hebrews,2.11-18,Hebrews,2,11,18,,,,,,,,,,,,,,,,,,,,
le.ep.va.consecration~levaCON.Epistle2.chapverse,Hebrews,9.1-7,Hebrews,9,1,7,,,,,,,,,,,,,,,,,,,,
le.ep.va.consecration~levaLI.Epistle.chapverse,Hebrews,3.1-4,Hebrews,3,1,4,,,,,,,,,,,,,,,,,,,,
le.ep.va.deceased~levaDEC.Epistle1.chapverse,1 Thessalonians,4.13-17,1 Thessalonians,4,13,17,,,,,,,,,,,,,,,,,,,,
le.ep.va.deceased~levaDEC.Epistle2.chapverse,1 Corinthians,15.47-57,1 Corinthians,15,47,57,,,,,,,,,,,,,,,,,,,,
le.ep.va.deceased~levaDEC.Epistle3.chapverse,1 Corinthians,15.20-28,1 Corinthians,15,20,28,,,,,,,,,,,,,,,,,,,,
le.ep.va.deceased~levaDEC.Epistle4.chapverse,Romans,14.6-9,Romans,14,6,9,,,,,,,,,,,,,,,,,,,,
le.ep.va.unction~levaUNC.Epistle1.chapverse,James,5.10-16,James,5,10,16,,,,,,,,,,,,,,,,,,,,
le.ep.va.unction~levaUNC.Epistle2.chapverse,Romans,15.1-7,Romans,15,1,7,,,,,,,,,,,,,,,,,,,,
le.ep.va.unction~levaUNC.Epistle3.chapverse,1 Corinthians,12.27-13.8,1 Corinthians,12,27,31,1 Corinthians,13,1,8,,,,,,,,,,,,,,,,
le.ep.va.unction~levaUNC.Epistle4.chapverse,2 Corinthians,6.16-18; 7.1,2 Corinthians,6,16,18,2 Corinthians,7,1,1,,,,,,,,,,,,,,,,
le.ep.va.unction~levaUNC.Epistle5.chapverse,2 Corinthians,1.8-11,2 Corinthians,1,8,11,,,,,,,,,,,,,,,,,,,,
le.ep.va.unction~levaUNC.Epistle6.chapverse,Galatians,5.22-26; 6.1-2,Galatians,5,22,26,Galatians,6,1,2,,,,,,,,,,,,,,,,
le.ep.va.unction~levaUNC.Epistle7.chapverse,1 Thessalonians,5.14-23,1 Thessalonians,5,14,23,,,,,,,,,,,,,,,,,,,,
le.ep.va.wedding~levaWED.Epistle.chapverse,Ephesians,5.20-33,Ephesians,5,20,33,,,,,,,,,,,,,,,,,,,,
le.go.eo.w01~leeoMA.Gospel.chapverse,Matthew,28.16-20,Matthew,28,16,20,,,,,,,,,,,,,,,,,,,,
le.go.eo.w02~leeoMA.Gospel.chapverse,Mark,16.1-8,Mark,16,1,8,,,,,,,,,,,,,,,,,,,,
le.go.eo.w03~leeoMA.Gospel.chapverse,Mark,16.9-20,Mark,16,9,20,,,,,,,,,,,,,,,,,,,,
le.go.eo.w04~leeoMA.Gospel.chapverse,Luke,24.1-12,Luke,24,1,12,,,,,,,,,,,,,,,,,,,,
le.go.eo.w05~leeoMA.Gospel.chapverse,Luke,24.12-35,Luke,24,12,35,,,,,,,,,,,,,,,,,,,,
le.go.eo.w06~leeoMA.Gospel.chapverse,Luke,24.36-53,Luke,24,36,53,,,,,,,,,,,,,,,,,,,,
le.go.eo.w07~leeoMA.Gospel.chapverse,John,20.1-10,John,20,1,10,,,,,,,,,,,,,,,,,,,,
le.go.eo.w08~leeoMA.Gospel.chapverse,John,20.11-18,John,20,11,18,,,,,,,,,,,,,,,,,,,,
le.go.eo.w09~leeoMA.Gospel.chapverse,John,20.19-31,John,20,19,31,,,,,,,,,,,,,,,,,,,,
le.go.eo.w10~leeoMA.Gospel.chapverse,John,21.1-14,John,21,1,14,,,,,,,,,,,,,,,,,,,,
le.go.eo.w11~leeoMA.Gospel.chapverse,John,21.14-25,John,21,14,25,,,,,,,,,,,,,,,,,,,,
le.go.ge.apostle~legeLI.Gospel.chapverse,Luke,10.16-21,Luke,10,16,21,,,,,,,,,,,,,,,,,,,,
le.go.ge.hierarch~legeLI.Gospel.chapverse,John,10.9-16,John,10,9,16,,,,,,,,,,,,,,,,,,,,
le.go.ge.hierarch~legeLI.Gospel2.chapverse,Matthew,5.14-19,Matthew,5,14,19,,,,,,,,,,,,,,,,,,,,
le.go.ge.hierarch~legeMA.Gospel.chapverse,John,10.1-9,John,10,1,9,,,,,,,,,,,,,,,,,,,,
le.go.ge.theotokos~legeLI.Gospel.chapverse,Luke,10.38-42; 11.27-28,Luke,10,38,42,Luke,11,27,28,,,,,,,,,,,,,,,,
le.go.ge.theotokos~legeMA.Gospel.chapverse,Luke,1.39-49; 56,Luke,1,39,49,Luke,1,56,56,,,,,,,,,,,,,,,,
le.go.ge.unmercenary~legeLI.Gospel.chapverse,Matthew,10.1; 5-8,Matthew,10,1,1,Matthew,10,5,8,,,,,,,,,,,,,,,,
le.go.lu.can~leluLI.Gospel.chapverse,Matthew,15.21-28,Matthew,15,21,28,,,,,,,,,,,,,,,,,,,,
le.go.lu.d001~leluLI.Gospel.chapverse,Luke,3.19-22,Luke,3,19,22,,,,,,,,,,,,,,,,,,,,
le.go.lu.d002~leluLI.Gospel.chapverse,Luke,3.23-38; 4.1,Luke,3,23,38,Luke,4,1,1,,,,,,,,,,,,,,,,
le.go.lu.d003~leluLI.Gospel.chapverse,Luke,4.1-15,Luke,4,1,15,,,,,,,,,,,,,,,,,,,,
le.go.lu.d004~leluLI.Gospel.chapverse,Luke,4.16-22,Luke,4,16,22,,,,,,,,,,,,,,,,,,,,
le.go.lu.d005~leluLI.Gospel.chapverse,Luke,4.22-30,Luke,4,22,30,,,,,,,,,,,,,,,,,,,,
le.go.lu.d006~leluLI.Gospel.chapverse,Luke,4.31-36,Luke,4,31,36,,,,,,,,,,,,,,,,,,,,
le.go.lu.d007~leluLI.Gospel.chapverse,Luke,5.1-11,Luke,5,1,11,,,,,,,,,,,,,,,,,,,,
le.go.lu.d008~leluLI.Gospel.chapverse,Luke,4.38-44,Luke,4,38,44,,,,,,,,,,,,,,,,,,,,
le.go.lu.d009~leluLI.Gospel.chapverse,Luke,5.12-16,Luke,5,12,16,,,,,,,,,,,,,,,,,,,,
le.go.lu.d010~leluLI.Gospel.chapverse,Luke,5.33-39,Luke,5,33,39,,,,,,,,,,,,,,,,,,,,
le.go.lu.d011~leluLI.Gospel.chapverse,Luke,6.12-19,Luke,6,12,19,,,,,,,,,,,,,,,,,,,,
le.go.lu.d012~leluLI.Gospel.chapverse,Luke,6.17-23,Luke,6,17,23,,,,,,,,,,,,,,,,,,,,
le.go.lu.d013~leluLI.Gospel.chapverse,Luke,5.17-26,Luke,5,17,26,,,,,,,,,,,,,,,,,,,,
le.go.lu.d014~leluLI.Gospel.chapverse,Luke,6.31-36,Luke,6,31,36,,,,,,,,,,,,,,,,,,,,
le.go.lu.d015~leluLI.Gospel.chapverse,Luke,6.24-30,Luke,6,24,30,,,,,,,,,,,,,,,,,,,,
le.go.lu.d016~leluLI.Gospel.chapverse,Luke,6.37-45,Luke,6,37,45,,,,,,,,,,,,,,,,,,,,
le.go.lu.d017~leluLI.Gospel.chapverse,Luke,6.46-49; 7.1,Luke,6,46,49,Luke,7,1,1,,,,,,,,,,,,,,,,
le.go.lu.d018~leluLI.Gospel.chapverse,Luke,7.17-30,Luke,7,17,30,,,,,,,,,,,,,,,,,,,,
le.go.lu.d019~leluLI.Gospel.chapverse,Luke,7.31-35,Luke,7,31,35,,,,,,,,,,,,,,,,,,,,
le.go.lu.d020~leluLI.Gospel.chapverse,Luke,5.27-32,Luke,5,27,32,,,,,,,,,,,,,,,,,,,,
le.go.lu.d021~leluLI.Gospel.chapverse,Luke,7.11-16,Luke,7,11,16,,,,,,,,,,,,,,,,,,,,
le.go.lu.d022~leluLI.Gospel.chapverse,Luke,7.36-50,Luke,7,36,50,,,,,,,,,,,,,,,,,,,,
le.go.lu.d023~leluLI.Gospel.chapverse,Luke,8.1-3,Luke,8,1,3,,,,,,,,,,,,,,,,,,,,
le.go.lu.d024~leluLI.Gospel.chapverse,Luke,8.22-25,Luke,8,22,25,,,,,,,,,,,,,,,,,,,,
le.go.lu.d025~leluLI.Gospel.chapverse,Luke,9.7-11,Luke,9,7,11,,,,,,,,,,,,,,,,,,,,
le.go.lu.d026~leluLI.Gospel.chapverse,Luke,9.12-18,Luke,9,12,18,,,,,,,,,,,,,,,,,,,,
le.go.lu.d027~leluLI.Gospel.chapverse,Luke,6.1-10,Luke,6,1,10,,,,,,,,,,,,,,,,,,,,
le.go.lu.d028~leluLI.Gospel.chapverse,Luke,8.5-15,Luke,8,5,15,,,,,,,,,,,,,,,,,,,,
le.go.lu.d029~leluLI.Gospel.chapverse,Luke,9.18-22,Luke,9,18,22,,,,,,,,,,,,,,,,,,,,
le.go.lu.d030~leluLI.Gospel.chapverse,Luke,9.23-27,Luke,9,23,27,,,,,,,,,,,,,,,,,,,,
le.go.lu.d031~leluLI.Gospel.chapverse,Luke,9.44-50,Luke,9,44,50,,,,,,,,,,,,,,,,,,,,
le.go.lu.d032~leluLI.Gospel.chapverse,Luke,9.49-56,Luke,9,49,56,,,,,,,,,,,,,,,,,,,,
le.go.lu.d033~leluLI.Gospel.chapverse,Luke,10.1-15,Luke,10,1,15,,,,,,,,,,,,,,,,,,,,
le.go.lu.d034~leluLI.Gospel.chapverse,Luke,7.1-10,Luke,7,1,10,,,,,,,,,,,,,,,,,,,,
le.go.lu.d035~leluLI.Gospel.chapverse,Luke,16.19-31,Luke,16,19,31,,,,,,,,,,,,,,,,,,,,
le.go.lu.d036~leluLI.Gospel.chapverse,Luke,10.22-24,Luke,10,22,24,,,,,,,,,,,,,,,,,,,,
le.go.lu.d037~leluLI.Gospel.chapverse,Luke,11.1-10,Luke,11,1,10,,,,,,,,,,,,,,,,,,,,
le.go.lu.d038~leluLI.Gospel.chapverse,Luke,11.9-13,Luke,11,9,13,,,,,,,,,,,,,,,,,,,,
le.go.lu.d039~leluLI.Gospel.chapverse,Luke,11.14-23,Luke,11,14,23,,,,,,,,,,,,,,,,,,,,
le.go.lu.d040~leluLI.Gospel.chapverse,Luke,11.23-26,Luke,11,23,26,,,,,,,,,,,,,,,,,,,,
le.go.lu.d041~leluLI.Gospel.chapverse,Luke,8.16-21,Luke,8,16,21,,,,,,,,,,,,,,,,,,,,
le.go.lu.d042~leluLI.Gospel.chapverse,Luke,8.26-39,Luke,8,26,39,,,,,,,,,,,,,,,,,,,,
le.go.lu.d043~leluLI.Gospel.chapverse,Luke,11.29-33,Luke,11,29,33,,,,,,,,,,,,,,,,,,,,
le.go.lu.d044~leluLI.Gospel.chapverse,Luke,11.34-41,Luke,11,34,41,,,,,,,,,,,,,,,,,,,,
le.go.lu.d045~leluLI.Gospel.chapverse,Luke,11.42-46,Luke,11,42,46,,,,,,,,,,,,,,,,,,,,
le.go.lu.d046~leluLI.Gospel.chapverse,Luke,11.47-54; 12.1,Luke,11,47,54,Luke,12,1,1,,,,,,,,,,,,,,,,
le.go.lu.d047~leluLI.Gospel.chapverse,Luke,12.2-12,Luke,12,2,12,,,,,,,,,,,,,,,,,,,,
le.go.lu.d048~leluLI.Gospel.chapverse,Luke,9.1-6,Luke,9,1,6,,,,,,,,,,,,,,,,,,,,
le.go.lu.d049~leluLI.Gospel.chapverse,Luke,8.41-56,Luke,8,41,56,,,,,,,,,,,,,,,,,,,,
le.go.lu.d050~leluLI.Gospel.chapverse,Luke,12.13-15; 22-31,Luke,12,13,15,Luke,12,22,31,,,,,,,,,,,,,,,,
le.go.lu.d051~leluLI.Gospel.chapverse,Luke,12.42-48,Luke,12,42,48,,,,,,,,,,,,,,,,,,,,
le.go.lu.d052~leluLI.Gospel.chapverse,Luke,12.48-59,Luke,12,48,59,,,,,,,,,,,,,,,,,,,,
le.go.lu.d053~leluLI.Gospel.chapverse,Luke,13.1-9,Luke,13,1,9,,,,,,,,,,,,,,,,,,,,
le.go.lu.d054~leluLI.Gospel.chapverse,Luke,13.31-35,Luke,13,31,35,,,,,,,,,,,,,,,,,,,,
le.go.lu.d055~leluLI.Gospel.chapverse,Luke,9.37-43,Luke,9,37,43,,,,,,,,,,,,,,,,,,,,
le.go.lu.d056~leluLI.Gospel.chapverse,Luke,10.25-37,Luke,10,25,37,,,,,,,,,,,,,,,,,,,,
le.go.lu.d057~leluLI.Gospel.chapverse,Luke,14.1; 12-15,Luke,14,1,1,Luke,1,12,15,,,,,,,,,,,,,,,,
le.go.lu.d058~leluLI.Gospel.chapverse,Luke,14.25-35,Luke,14,25,35,,,,,,,,,,,,,,,,,,,,
le.go.lu.d059~leluLI.Gospel.chapverse,Luke,15.1-10,Luke,15,1,10,,,,,,,,,,,,,,,,,,,,
le.go.lu.d060~leluLI.Gospel.chapverse,Luke,16.1-9,Luke,16,1,9,,,,,,,,,,,,,,,,,,,,
le.go.lu.d061~leluLI.Gospel.chapverse,Luke,16.15-18; 17.1-4,Luke,16,15,18,Luke,17,1,4,,,,,,,,,,,,,,,,
le.go.lu.d062~leluLI.Gospel.chapverse,Luke,9.57-62,Luke,9,57,62,,,,,,,,,,,,,,,,,,,,
le.go.lu.d063~leluLI.Gospel.chapverse,Luke,12.16-21,Luke,12,16,21,,,,,,,,,,,,,,,,,,,,
le.go.lu.d064~leluLI.Gospel.chapverse,Luke,17.20-25,Luke,17,20,25,,,,,,,,,,,,,,,,,,,,
le.go.lu.d065~leluLI.Gospel.chapverse,Luke,17.26-37; 18.8,Luke,17,26,37,Luke,18,8,8,,,,,,,,,,,,,,,,
le.go.lu.d066~leluLI.Gospel.chapverse,Luke,18.15-17; 26-30,Luke,18,15,17,Luke,18,26,30,,,,,,,,,,,,,,,,
le.go.lu.d067~leluLI.Gospel.chapverse,Luke,18.31-34,Luke,18,31,34,,,,,,,,,,,,,,,,,,,,
le.go.lu.d068~leluLI.Gospel.chapverse,Luke,19.12-28,Luke,19,12,28,,,,,,,,,,,,,,,,,,,,
le.go.lu.d069~leluLI.Gospel.chapverse,Luke,10.19-21,Luke,10,16,21,,,,,,,,,,,,,,,,,,,,
le.go.lu.d070~leluLI.Gospel.chapverse,Luke,13.10-17,Luke,13,10,17,,,,,,,,,,,,,,,,,,,,
le.go.lu.d071~leluLI.Gospel.chapverse,Luke,19.37-44,Luke,19,37,44,,,,,,,,,,,,,,,,,,,,
le.go.lu.d072~leluLI.Gospel.chapverse,Luke,19.45-48,Luke,19,45,48,,,,,,,,,,,,,,,,,,,,
le.go.lu.d073~leluLI.Gospel.chapverse,Luke,20.1-8,Luke,20,1,8,,,,,,,,,,,,,,,,,,,,
le.go.lu.d074~leluLI.Gospel.chapverse,Luke,20.9-18,Luke,20,9,18,,,,,,,,,,,,,,,,,,,,
le.go.lu.d075~leluLI.Gospel.chapverse,Luke,20.19-26,Luke,20,19,26,,,,,,,,,,,,,,,,,,,,
le.go.lu.d076~leluLI.Gospel.chapverse,Luke,12.32-40,Luke,12,32,40,,,,,,,,,,,,,,,,,,,,
le.go.lu.d077~leluLI.Gospel.chapverse,Luke,14.16-24,Luke,14,16,24,,,,,,,,,,,,,,,,,,,,
le.go.lu.d078~leluLI.Gospel.chapverse,Luke,20.27-44,Luke,20,27,44,,,,,,,,,,,,,,,,,,,,
le.go.lu.d079~leluLI.Gospel.chapverse,Luke,21.12-19,Luke,21,12,19,,,,,,,,,,,,,,,,,,,,
le.go.lu.d080~leluLI.Gospel.chapverse,Luke,21.5-8; 10-11; 20-24,Luke,21,5,8,Luke,21,10,11,Luke,21,20,24,,,,,,,,,,,,
le.go.lu.d081~leluLI.Gospel.chapverse,Luke,21.28-33,Luke,21,28,33,,,,,,,,,,,,,,,,,,,,
le.go.lu.d082~leluLI.Gospel.chapverse,Luke,21.37-38; 22.1-8,Luke,21,37,38,Luke,22,1,8,,,,,,,,,,,,,,,,
le.go.lu.d083~leluLI.Gospel.chapverse,Luke,13.19-29,Luke,13,19,29,,,,,,,,,,,,,,,,,,,,
le.go.lu.d084~leluLI.Gospel.chapverse,Luke,17.12-19,Luke,17,12,19,,,,,,,,,,,,,,,,,,,,
le.go.lu.d085~leluLI.Gospel.chapverse,Mark,8.11-21,Mark,8,11,21,,,,,,,,,,,,,,,,,,,,
le.go.lu.d086~leluLI.Gospel.chapverse,Mark,8.22-26,Mark,8,22,26,,,,,,,,,,,,,,,,,,,,
le.go.lu.d087~leluLI.Gospel.chapverse,Mark,8.30-34,Mark,8,30,34,,,,,,,,,,,,,,,,,,,,
le.go.lu.d088~leluLI.Gospel.chapverse,Mark,9.10-15,Mark,9,10,15,,,,,,,,,,,,,,,,,,,,
le.go.lu.d089~leluLI.Gospel.chapverse,Mark,9.33-41,Mark,9,33,41,,,,,,,,,,,,,,,,,,,,
le.go.lu.d090~leluLI.Gospel.chapverse,Luke,14.1-11,Luke,14,1,11,,,,,,,,,,,,,,,,,,,,
le.go.lu.d091~leluLI.Gospel.chapverse,Luke,18.18-27,Luke,18,18,27,,,,,,,,,,,,,,,,,,,,
le.go.lu.d092~leluLI.Gospel.chapverse,Mark,9.42-50; 10.1,Mark,9,42,50,Mark,10,1,1,,,,,,,,,,,,,,,,
le.go.lu.d093~leluLI.Gospel.chapverse,Mark,10.2-12,Mark,10,2,12,,,,,,,,,,,,,,,,,,,,
le.go.lu.d094~leluLI.Gospel.chapverse,Mark,10.11-16,Mark,10,11,16,,,,,,,,,,,,,,,,,,,,
le.go.lu.d095~leluLI.Gospel.chapverse,Mark,10.17-27,Mark,10,17,27,,,,,,,,,,,,,,,,,,,,
le.go.lu.d096~leluLI.Gospel.chapverse,Mark,10.24-32,Mark,10,24,32,,,,,,,,,,,,,,,,,,,,
le.go.lu.d097~leluLI.Gospel.chapverse,Luke,16.10-15,Luke,16,10,15,,,,,,,,,,,,,,,,,,,,
le.go.lu.d098~leluLI.Gospel.chapverse,Luke,18.35-43,Luke,18,35,43,,,,,,,,,,,,,,,,,,,,
le.go.lu.d099~leluLI.Gospel.chapverse,Mark,10.46-52,Mark,10,46,52,,,,,,,,,,,,,,,,,,,,
le.go.lu.d100~leluLI.Gospel.chapverse,Mark,11.11-23,Mark,11,11,23,,,,,,,,,,,,,,,,,,,,
le.go.lu.d101~leluLI.Gospel.chapverse,Mark,11.22-26,Mark,11,22,26,,,,,,,,,,,,,,,,,,,,
le.go.lu.d102~leluLI.Gospel.chapverse,Mark,11.27-33,Mark,11,27,33,,,,,,,,,,,,,,,,,,,,
le.go.lu.d103~leluLI.Gospel.chapverse,Mark,12.1-12,Mark,12,1,12,,,,,,,,,,,,,,,,,,,,
le.go.lu.d104~leluLI.Gospel.chapverse,Luke,17.3-10,Luke,17,3,10,,,,,,,,,,,,,,,,,,,,
le.go.lu.d105~leluLI.Gospel.chapverse,Luke,19.1-10,Luke,19,1,10,,,,,,,,,,,,,,,,,,,,
le.go.lu.d106~leluLI.Gospel.chapverse,Mark,12.13-17,Mark,12,13,17,,,,,,,,,,,,,,,,,,,,
le.go.lu.d107~leluLI.Gospel.chapverse,Mark,12.18-27,Mark,12,18,27,,,,,,,,,,,,,,,,,,,,
le.go.lu.d108~leluLI.Gospel.chapverse,Mark,12.28-37,Mark,12,28,37,,,,,,,,,,,,,,,,,,,,
le.go.lu.d109~leluLI.Gospel.chapverse,Mark,12.38-44,Mark,12,38,44,,,,,,,,,,,,,,,,,,,,
le.go.lu.d110~leluLI.Gospel.chapverse,Mark,13.1-8,Mark,13,1,8,,,,,,,,,,,,,,,,,,,,
le.go.lu.d111~leluLI.Gospel.chapverse,Luke,18.2-8,Luke,18,2,8,,,,,,,,,,,,,,,,,,,,
le.go.lu.d112~leluLI.Gospel.chapverse,Luke,18.10-14,Luke,18,10,14,,,,,,,,,,,,,,,,,,,,
le.go.lu.d113~leluLI.Gospel.chapverse,Mark,13.9-13,Mark,13,9,13,,,,,,,,,,,,,,,,,,,,
le.go.lu.d114~leluLI.Gospel.chapverse,Mark,13.14-23,Mark,13,14,23,,,,,,,,,,,,,,,,,,,,
